Story,Reality Question,Reality Answer,Memory Question,Memory Answer,First-Order Belief A Question,First-Order Belief A Answer,First-Order Belief B Question,First-Order Belief B Answer,Second-Order Belief A Question,Second-Order Belief A Answer,Second-Order Belief B Question,Second-Order Belief B Answer
"1. Lily entered the workshop.
2. Liam entered the workshop.
3. Mia entered the workshop.
4. The underclothes is in the bucket.
5. Liam exited the workshop.
6. Lily moved the underclothes to the pantry.",Where is the underclothes really?,pantry,Where was the underclothes at the beginning?,bucket,Where will Lily look for the underclothes?,pantry,Where will Liam look for the underclothes?,bucket,Where does Lily think that Liam searches for the underclothes?,pantry,Where does Liam think that Lily searches for the underclothes?,pantry
"1. Lucas entered the bathroom.
2. Evelyn entered the bathroom.
3. Jacob entered the bathroom.
4. The coat is in the suitcase.
5. Lucas exited the bathroom.
6. Lucas entered the living_room.
7. Jacob exited the bathroom.
8. Lucas hates the sweater
9. Evelyn moved the coat to the container.
10. Jacob dislikes the hat",Where is the coat really?,container,Where was the coat at the beginning?,suitcase,Where will Evelyn look for the coat?,container,Where will Lucas look for the coat?,suitcase,Where does Evelyn think that Lucas searches for the coat?,container,Where does Lucas think that Evelyn searches for the coat?,container
"1. Owen entered the den.
2. Elizabeth entered the staircase.
3. Elizabeth exited the staircase.
4. Lucas entered the den.
5. The undershirt is in the bucket.
6. Owen moved the undershirt to the cupboard.
7. Lucas exited the den.",Where is the undershirt really?,cupboard,Where was the undershirt at the beginning?,bucket,Where will Owen look for the undershirt?,cupboard,Where will Lucas look for the undershirt?,cupboard,Where does Owen think that Lucas searches for the undershirt?,cupboard,Where does Lucas think that Owen searches for the undershirt?,cupboard
"1. Owen loves the orange
2. Owen entered the laundry.
3. Emily entered the laundry.
4. The sweatshirt is in the cupboard.
5. Emily exited the laundry.
6. Owen moved the sweatshirt to the suitcase.
7. Owen exited the laundry.
8. Emily entered the hall.",Where is the sweatshirt really?,suitcase,Where was the sweatshirt at the beginning?,cupboard,Where will Owen look for the sweatshirt?,suitcase,Where will Emily look for the sweatshirt?,cupboard,Where does Owen think that Emily searches for the sweatshirt?,cupboard,Where does Emily think that Owen searches for the sweatshirt?,cupboard
"1. Owen entered the TV_room.
2. James entered the TV_room.
3. The shoes is in the pantry.
4. James loves the scarf
5. James moved the shoes to the crate.
6. James likes the carrot
7. Owen exited the TV_room.
8. James exited the TV_room.
9. Owen entered the study.",Where is the shoes really?,crate,Where was the shoes at the beginning?,pantry,Where will James look for the shoes?,crate,Where will Owen look for the shoes?,crate,Where does James think that Owen searches for the shoes?,crate,Where does Owen think that James searches for the shoes?,crate
"1. Avery entered the bathroom.
2. Olivia entered the bathroom.
3. The peas is in the bathtub.
4. Avery moved the peas to the treasure_chest.
5. Olivia exited the bathroom.
6. Avery loves the raincoat",Where is the peas really?,treasure_chest,Where was the peas at the beginning?,bathtub,Where will Avery look for the peas?,treasure_chest,Where will Olivia look for the peas?,treasure_chest,Where does Avery think that Olivia searches for the peas?,treasure_chest,Where does Olivia think that Avery searches for the peas?,treasure_chest
"1. Mila entered the hallway.
2. Amelia dislikes the onion
3. Amelia entered the hallway.
4. The t-shirt is in the bathtub.
5. Aiden entered the sunroom.
6. Mila exited the hallway.
7. Mila loves the suit
8. Mila entered the hallway.
9. Amelia moved the t-shirt to the treasure_chest.",Where is the t-shirt really?,treasure_chest,Where was the t-shirt at the beginning?,bathtub,Where will Amelia look for the t-shirt?,treasure_chest,Where will Mila look for the t-shirt?,treasure_chest,Where does Amelia think that Mila searches for the t-shirt?,treasure_chest,Where does Mila think that Amelia searches for the t-shirt?,treasure_chest
"1. William entered the dining_room.
2. Emma entered the dining_room.
3. Jack entered the dining_room.
4. Jack dislikes the underpants
5. The potato is in the box.
6. Jack exited the dining_room.
7. Emma exited the dining_room.
8. Emma entered the back_yard.
9. William moved the potato to the bucket.",Where is the potato really?,bucket,Where was the potato at the beginning?,box,Where will William look for the potato?,bucket,Where will Emma look for the potato?,box,Where does William think that Emma searches for the potato?,bucket,Where does Emma think that William searches for the potato?,bucket
"1. Aria entered the patio.
2. Jackson entered the crawlspace.
3. Evelyn entered the patio.
4. Jackson exited the crawlspace.
5. The corn is in the basket.
6. Evelyn exited the patio.
7. Aria moved the corn to the treasure_chest.",Where is the corn really?,treasure_chest,Where was the corn at the beginning?,basket,Where will Aria look for the corn?,treasure_chest,Where will Evelyn look for the corn?,basket,Where does Aria think that Evelyn searches for the corn?,basket,Where does Evelyn think that Aria searches for the corn?,basket
"1. Carter entered the laundry.
2. Oliver entered the laundry.
3. Oliver likes the jacket
4. Carter dislikes the coat
5. The tomato is in the treasure_chest.
6. Oliver exited the laundry.
7. Oliver entered the laundry.
8. Carter moved the tomato to the cupboard.",Where is the tomato really?,cupboard,Where was the tomato at the beginning?,treasure_chest,Where will Carter look for the tomato?,cupboard,Where will Oliver look for the tomato?,cupboard,Where does Carter think that Oliver searches for the tomato?,cupboard,Where does Oliver think that Carter searches for the tomato?,cupboard
"1. Lily entered the den.
2. Jacob entered the den.
3. Olivia likes the pumpkin
4. The green_pepper is in the bathtub.
5. Jacob exited the den.
6. Olivia entered the den.
7. Lily moved the green_pepper to the bucket.",Where is the green_pepper really?,bucket,Where was the green_pepper at the beginning?,bathtub,Where will Lily look for the green_pepper?,bucket,Where will Jacob look for the green_pepper?,bathtub,Where does Lily think that Jacob searches for the green_pepper?,bucket,Where does Jacob think that Lily searches for the green_pepper?,bucket
"1. Ava entered the living_room.
2. Ava hates the boots
3. Sophia entered the living_room.
4. The sweater is in the treasure_chest.
5. Chloe entered the kitchen.
6. Ava moved the sweater to the pantry.
7. Chloe hates the plum
8. Sophia exited the living_room.
9. Chloe exited the kitchen.
10. Sophia entered the living_room.",Where is the sweater really?,pantry,Where was the sweater at the beginning?,treasure_chest,Where will Ava look for the sweater?,pantry,Where will Sophia look for the sweater?,pantry,Where does Ava think that Sophia searches for the sweater?,pantry,Where does Sophia think that Ava searches for the sweater?,pantry
"1. Amelia entered the hallway.
2. Amelia exited the hallway.
3. Alexander entered the playroom.
4. Nathan entered the playroom.
5. Amelia hates the corn
6. The sweet_potato is in the treasure_chest.
7. Alexander moved the sweet_potato to the envelope.
8. Nathan exited the playroom.",Where is the sweet_potato really?,envelope,Where was the sweet_potato at the beginning?,treasure_chest,Where will Alexander look for the sweet_potato?,envelope,Where will Nathan look for the sweet_potato?,envelope,Where does Alexander think that Nathan searches for the sweet_potato?,envelope,Where does Nathan think that Alexander searches for the sweet_potato?,envelope
"1. Amelia hates the onion
2. Ella entered the kitchen.
3. Emily entered the master_bedroom.
4. Amelia entered the master_bedroom.
5. The orange is in the container.
6. Amelia moved the orange to the suitcase.
7. Emily hates the tie
8. Emily exited the master_bedroom.
9. Emily entered the kitchen.",Where is the orange really?,suitcase,Where was the orange at the beginning?,container,Where will Amelia look for the orange?,suitcase,Where will Emily look for the orange?,suitcase,Where does Amelia think that Emily searches for the orange?,suitcase,Where does Emily think that Amelia searches for the orange?,suitcase
"1. Oliver dislikes the apple
2. Oliver hates the cucumber
3. Aria entered the back_yard.
4. Oliver entered the back_yard.
5. The tangerine is in the box.
6. Aria moved the tangerine to the basket.
7. Elizabeth entered the front_yard.
8. Elizabeth exited the front_yard.
9. Oliver exited the back_yard.
10. Aria exited the back_yard.
11. Oliver entered the back_yard.",Where is the tangerine really?,basket,Where was the tangerine at the beginning?,box,Where will Aria look for the tangerine?,basket,Where will Oliver look for the tangerine?,basket,Where does Aria think that Oliver searches for the tangerine?,basket,Where does Oliver think that Aria searches for the tangerine?,basket
"1. Mila entered the staircase.
2. Emily entered the staircase.
3. The t-shirt is in the container.
4. Emily moved the t-shirt to the pantry.
5. Mila exited the staircase.
6. Emily exited the staircase.
7. Mila entered the cellar.",Where is the t-shirt really?,pantry,Where was the t-shirt at the beginning?,container,Where will Emily look for the t-shirt?,pantry,Where will Mila look for the t-shirt?,pantry,Where does Emily think that Mila searches for the t-shirt?,pantry,Where does Mila think that Emily searches for the t-shirt?,pantry
"1. Alexander entered the closet.
2. Jack entered the sunroom.
3. Alexander exited the closet.
4. Mila entered the sunroom.
5. The strawberry is in the envelope.
6. Mila hates the cherry
7. Jack dislikes the watermelon
8. Mila exited the sunroom.
9. Jack moved the strawberry to the bathtub.",Where is the strawberry really?,bathtub,Where was the strawberry at the beginning?,envelope,Where will Jack look for the strawberry?,bathtub,Where will Mila look for the strawberry?,envelope,Where does Jack think that Mila searches for the strawberry?,envelope,Where does Mila think that Jack searches for the strawberry?,envelope
"1. Hannah entered the porch.
2. Emma entered the porch.
3. The turnip is in the suitcase.
4. Emma exited the porch.
5. Hannah moved the turnip to the basket.",Where is the turnip really?,basket,Where was the turnip at the beginning?,suitcase,Where will Hannah look for the turnip?,basket,Where will Emma look for the turnip?,suitcase,Where does Hannah think that Emma searches for the turnip?,suitcase,Where does Emma think that Hannah searches for the turnip?,suitcase
"1. Alexander dislikes the watermelon
2. Emily entered the lounge.
3. Alexander entered the lounge.
4. Alexander loves the celery
5. The pumpkin is in the treasure_chest.
6. Emily exited the lounge.
7. Alexander moved the pumpkin to the envelope.",Where is the pumpkin really?,envelope,Where was the pumpkin at the beginning?,treasure_chest,Where will Alexander look for the pumpkin?,envelope,Where will Emily look for the pumpkin?,treasure_chest,Where does Alexander think that Emily searches for the pumpkin?,treasure_chest,Where does Emily think that Alexander searches for the pumpkin?,treasure_chest
