Story,Reality Question,Reality Answer,Memory Question,Memory Answer,First-Order Belief A Question,First-Order Belief A Answer,First-Order Belief B Question,First-Order Belief B Answer,Second-Order Belief A Question,Second-Order Belief A Answer,Second-Order Belief B Question,Second-Order Belief B Answer
"1. Toy soldier with helmet dislikes the skirt
2. Hannah entered the back_yard.
3. Hannah dislikes the carrot
4. Toy soldier with helmet entered the back_yard.
5. The lettuce is in the envelope.
6. Hannah exited the back_yard.
7. Toy soldier with helmet moved the lettuce to the bucket.",Where is the lettuce really?,bucket,Where was the lettuce at the beginning?,envelope,Where will Toy soldier with helmet look for the lettuce?,bucket,Where will Hannah look for the lettuce?,envelope,Where does Toy soldier with helmet think that Hannah searches for the lettuce?,envelope,Where does Hannah think that Toy soldier with helmet searches for the lettuce?,envelope
"1. Jack entered the hall.
2. Charlotte loves the lettuce
3. Stuffed elephant with trunk entered the hall.
4. Charlotte entered the master_bedroom.
5. The melon is in the pantry.
6. Jack exited the hall.
7. Charlotte exited the master_bedroom.
8. Stuffed elephant with trunk moved the melon to the bottle.",Where is the melon really?,bottle,Where was the melon at the beginning?,pantry,Where will Stuffed elephant with trunk look for the melon?,bottle,Where will Jack look for the melon?,pantry,Where does Stuffed elephant with trunk think that Jack searches for the melon?,pantry,Where does Jack think that Stuffed elephant with trunk searches for the melon?,pantry
"1. Jack entered the attic.
2. Toy soldier with helmet entered the attic.
3. The grapefruit is in the container.
4. Jack exited the attic.
5. Toy soldier with helmet moved the grapefruit to the box.
6. Toy soldier with helmet hates the lime
7. Toy soldier with helmet exited the attic.
8. Jack likes the carrot
9. Logan entered the office.
10. Jack entered the attic.",Where is the grapefruit really?,box,Where was the grapefruit at the beginning?,container,Where will Toy soldier with helmet look for the grapefruit?,box,Where will Jack look for the grapefruit?,box,Where does Toy soldier with helmet think that Jack searches for the grapefruit?,container,Where does Jack think that Toy soldier with helmet searches for the grapefruit?,container
"1. Emma entered the attic.
2. Baby doll with bonnet entered the attic.
3. The socks is in the pantry.
4. Baby doll with bonnet exited the attic.
5. Baby doll with bonnet entered the workshop.
6. Emma dislikes the radish
7. Ella entered the attic.
8. Ella likes the underpants
9. Ella exited the attic.
10. Emma moved the socks to the box.",Where is the socks really?,box,Where was the socks at the beginning?,pantry,Where will Emma look for the socks?,box,Where will Baby doll with bonnet look for the socks?,pantry,Where does Emma think that Baby doll with bonnet searches for the socks?,box,Where does Baby doll with bonnet think that Emma searches for the socks?,box
"1. Jayden entered the porch.
2. Toy robot with painted face entered the hall.
3. Ethan entered the hall.
4. The jeans is in the crate.
5. Ethan hates the lemon
6. Toy robot with painted face exited the hall.
7. Ethan moved the jeans to the pantry.",Where is the jeans really?,pantry,Where was the jeans at the beginning?,crate,Where will Ethan look for the jeans?,pantry,Where will Toy robot with painted face look for the jeans?,crate,Where does Ethan think that Toy robot with painted face searches for the jeans?,crate,Where does Toy robot with painted face think that Ethan searches for the jeans?,crate
"1. Aria entered the sunroom.
2. Aria exited the sunroom.
3. Doll with freckles entered the sunroom.
4. Sophia is in the sunroom.
5. The asparagus is in the treasure_chest.
6. Doll with freckles moved the asparagus to the cupboard.
7. Aria dislikes the pumpkin
8. Sophia exited the sunroom.",Where is the asparagus really?,cupboard,Where was the asparagus at the beginning?,treasure_chest,Where will Doll with freckles look for the asparagus?,cupboard,Where will Sophia look for the asparagus?,cupboard,Where does Doll with freckles think that Sophia searches for the asparagus?,cupboard,Where does Sophia think that Doll with freckles searches for the asparagus?,cupboard
"1. Mia entered the sunroom.
2. Plush cat with whiskers entered the study.
3. Abigail entered the sunroom.
4. The underpants is in the pantry.
5. Mia moved the underpants to the envelope.
6. Abigail exited the sunroom.",Where is the underpants really?,envelope,Where was the underpants at the beginning?,pantry,Where will Mia look for the underpants?,envelope,Where will Abigail look for the underpants?,envelope,Where does Mia think that Abigail searches for the underpants?,envelope,Where does Abigail think that Mia searches for the underpants?,envelope
"1. Oliver entered the garden.
2. Marionette with smile entered the garden.
3. James entered the garden.
4. The potato is in the drawer.
5. Oliver exited the garden.
6. James moved the potato to the treasure_chest.",Where is the potato really?,treasure_chest,Where was the potato at the beginning?,drawer,Where will James look for the potato?,treasure_chest,Where will Oliver look for the potato?,drawer,Where does James think that Oliver searches for the potato?,treasure_chest,Where does Oliver think that James searches for the potato?,treasure_chest
"1. Nathan entered the office.
2. Avery is in the office.
3. The eggplant is in the pantry.
4. Toy robot with painted face entered the office.
5. Avery moved the eggplant to the bucket.
6. Nathan exited the office.
7. Avery exited the office.
8. Nathan entered the sunroom.
9. Nathan likes the stockings",Where is the eggplant really?,bucket,Where was the eggplant at the beginning?,pantry,Where will Avery look for the eggplant?,bucket,Where will Nathan look for the eggplant?,bucket,Where does Avery think that Nathan searches for the eggplant?,bucket,Where does Nathan think that Avery searches for the eggplant?,bucket
"1. William entered the bedroom.
2. Doll with freckles entered the bedroom.
3. The beans is in the envelope.
4. William exited the bedroom.
5. Doll with freckles moved the beans to the bucket.
6. Jacob hates the grapefruit
7. William entered the lounge.",Where is the beans really?,bucket,Where was the beans at the beginning?,envelope,Where will Doll with freckles look for the beans?,bucket,Where will William look for the beans?,envelope,Where does Doll with freckles think that William searches for the beans?,envelope,Where does William think that Doll with freckles searches for the beans?,envelope
"1. William entered the crawlspace.
2. Doll with curly hair entered the crawlspace.
3. The socks is in the container.
4. William exited the crawlspace.
5. Doll with curly hair moved the socks to the basket.
6. Oliver entered the study.",Where is the socks really?,basket,Where was the socks at the beginning?,container,Where will Doll with curly hair look for the socks?,basket,Where will William look for the socks?,container,Where does Doll with curly hair think that William searches for the socks?,container,Where does William think that Doll with curly hair searches for the socks?,container
"1. Hunter entered the pantry.
2. Toy monkey with banana entered the pantry.
3. The pumpkin is in the container.
4. Toy monkey with banana exited the pantry.
5. Hunter moved the pumpkin to the treasure_chest.
6. Mila entered the attic.
7. Mila loves the cabbage",Where is the pumpkin really?,treasure_chest,Where was the pumpkin at the beginning?,container,Where will Hunter look for the pumpkin?,treasure_chest,Where will Toy monkey with banana look for the pumpkin?,container,Where does Hunter think that Toy monkey with banana searches for the pumpkin?,container,Where does Toy monkey with banana think that Hunter searches for the pumpkin?,container
"1. Elizabeth entered the study.
2. Stuffed pig with tail dislikes the dress
3. Stuffed pig with tail entered the study.
4. The pineapple is in the container.
5. Elizabeth moved the pineapple to the envelope.
6. Lily entered the kitchen.
7. Stuffed pig with tail exited the study.
8. Stuffed pig with tail entered the study.",Where is the pineapple really?,envelope,Where was the pineapple at the beginning?,container,Where will Elizabeth look for the pineapple?,envelope,Where will Stuffed pig with tail look for the pineapple?,envelope,Where does Elizabeth think that Stuffed pig with tail searches for the pineapple?,envelope,Where does Stuffed pig with tail think that Elizabeth searches for the pineapple?,envelope
"1. Rag doll with button eyes dislikes the persimmon
2. Amelia entered the hall.
3. Rag doll with button eyes entered the hall.
4. The turnip is in the box.
5. Noah entered the study.
6. Amelia moved the turnip to the suitcase.
7. Noah exited the study.
8. Amelia loves the slippers
9. Rag doll with button eyes exited the hall.",Where is the turnip really?,suitcase,Where was the turnip at the beginning?,box,Where will Amelia look for the turnip?,suitcase,Where will Rag doll with button eyes look for the turnip?,suitcase,Where does Amelia think that Rag doll with button eyes searches for the turnip?,suitcase,Where does Rag doll with button eyes think that Amelia searches for the turnip?,suitcase
"1. Benjamin entered the master_bedroom.
2. Plush cat with whiskers entered the master_bedroom.
3. Ethan entered the master_bedroom.
4. Plush cat with whiskers hates the undershirt
5. The beans is in the suitcase.
6. Ethan exited the master_bedroom.
7. Plush cat with whiskers exited the master_bedroom.
8. Benjamin moved the beans to the bucket.",Where is the beans really?,bucket,Where was the beans at the beginning?,suitcase,Where will Benjamin look for the beans?,bucket,Where will Ethan look for the beans?,suitcase,Where does Benjamin think that Ethan searches for the beans?,bucket,Where does Ethan think that Benjamin searches for the beans?,bucket
"1. Amelia entered the living_room.
2. Plush cat with whiskers entered the living_room.
3. The spinach is in the pantry.
4. Plush cat with whiskers exited the living_room.
5. Amelia likes the asparagus
6. Amelia moved the spinach to the bottle.
7. Amelia loves the boots",Where is the spinach really?,bottle,Where was the spinach at the beginning?,pantry,Where will Amelia look for the spinach?,bottle,Where will Plush cat with whiskers look for the spinach?,pantry,Where does Amelia think that Plush cat with whiskers searches for the spinach?,pantry,Where does Plush cat with whiskers think that Amelia searches for the spinach?,pantry
"1. Jayden entered the sunroom.
2. Doll with freckles entered the sunroom.
3. The green_pepper is in the crate.
4. Doll with freckles exited the sunroom.
5. Jayden moved the green_pepper to the bucket.",Where is the green_pepper really?,bucket,Where was the green_pepper at the beginning?,crate,Where will Jayden look for the green_pepper?,bucket,Where will Doll with freckles look for the green_pepper?,crate,Where does Jayden think that Doll with freckles searches for the green_pepper?,crate,Where does Doll with freckles think that Jayden searches for the green_pepper?,crate
"1. Liam is in the hallway.
2. Alexander entered the hallway.
3. The tomato is in the crate.
4. Alexander exited the hallway.
5. Alexander entered the hallway.
6. Liam moved the tomato to the bathtub.",Where is the tomato really?,bathtub,Where was the tomato at the beginning?,crate,Where will Liam look for the tomato?,bathtub,Where will Alexander look for the tomato?,bathtub,Where does Liam think that Alexander searches for the tomato?,bathtub,Where does Alexander think that Liam searches for the tomato?,bathtub
